tag,fault_type,severity,omega_step,load_profile,seed,rms_r_iq_ss,maxabs_r_iq_ss,mean_r_iq_ss,std_r_iq_ss,rms_r_id_ss,maxabs_r_id_ss,mean_r_id_ss,std_r_id_ss,rms_r_om_ss,maxabs_r_om_ss,rms_r_iq_tr,maxabs_r_iq_tr,energy_r_iq_tr,fdom_r_iq_tr,fratio_r_iq_tr,rms_r_id_tr,maxabs_r_id_tr,energy_r_id_tr,fdom_r_id_tr,fratio_r_id_tr
20260301_204447_w40_lp0_seed0_rs_drift_p40,rs_drift,0.4,40.0,0,0,0.04769125242755137,0.09866454389755086,-0.04452619147361192,0.017084315349573522,0.09473793350216683,0.14620704336158327,-0.09406857259410126,0.011241872369373608,3.130919058494345,3.411504370774111,0.42246920521878284,0.689527329583314,356.9604587163801,50.0,0.27951085223649136,0.13786680130224194,0.21205516813021197,38.01450980262372,50.0,0.09695683294411599
20260301_204447_w40_lp0_seed0_ld_mismatch_m20,ld_mismatch,-0.2,40.0,0,0,0.010027122791990849,0.03633563436993903,2.0304656491586835e-05,0.010027102233775575,0.010010820718744923,0.04852117653180117,0.00010023849700588572,0.010010318861383517,0.009982570427804672,0.03852020171941817,0.01004238961653435,0.03992961068105805,0.20169917842055385,41700.0,0.0032500334686951533,0.010181983200988485,0.037029384983912526,0.20734556381042343,15900.0,0.0028734950742802822
20260301_204447_w40_lp0_seed0_ld_mismatch_m10,ld_mismatch,-0.1,40.0,0,0,0.010027122791990849,0.03633563436993903,2.0304656491586835e-05,0.010027102233775575,0.010010820718744923,0.04852117653180117,0.00010023849700588572,0.010010318861383517,0.009982570427804672,0.03852020171941817,0.01004238961653435,0.03992961068105805,0.20169917842055385,41700.0,0.0032500334686951533,0.010181983200988485,0.037029384983912526,0.20734556381042343,15900.0,0.0028734950742802822
20260301_204447_w40_lp0_seed0_ld_mismatch_m05,ld_mismatch,-0.05,40.0,0,0,0.010027122791990849,0.03633563436993903,2.0304656491586835e-05,0.010027102233775575,0.010010820718744923,0.04852117653180117,0.00010023849700588572,0.010010318861383517,0.009982570427804672,0.03852020171941817,0.01004238961653435,0.03992961068105805,0.20169917842055385,41700.0,0.0032500334686951533,0.010181983200988485,0.037029384983912526,0.20734556381042343,15900.0,0.0028734950742802822
20260301_204447_w40_lp0_seed0_ld_mismatch_p05,ld_mismatch,0.05,40.0,0,0,0.010027122791990849,0.03633563436993903,2.0304656491586835e-05,0.010027102233775575,0.010010820718744923,0.04852117653180117,0.00010023849700588572,0.010010318861383517,0.009982570427804672,0.03852020171941817,0.01004238961653435,0.03992961068105805,0.20169917842055385,41700.0,0.0032500334686951533,0.010181983200988485,0.037029384983912526,0.20734556381042343,15900.0,0.0028734950742802822
20260301_204447_w40_lp0_seed0_ld_mismatch_p10,ld_mismatch,0.1,40.0,0,0,0.010027122791990849,0.03633563436993903,2.0304656491586835e-05,0.010027102233775575,0.010010820718744923,0.04852117653180117,0.00010023849700588572,0.010010318861383517,0.009982570427804672,0.03852020171941817,0.01004238961653435,0.03992961068105805,0.20169917842055385,41700.0,0.0032500334686951533,0.010181983200988485,0.037029384983912526,0.20734556381042343,15900.0,0.0028734950742802822
20260301_204447_w40_lp0_seed0_ld_mismatch_p20,ld_mismatch,0.2,40.0,0,0,0.010027122791990849,0.03633563436993903,2.0304656491586835e-05,0.010027102233775575,0.010010820718744923,0.04852117653180117,0.00010023849700588572,0.010010318861383517,0.009982570427804672,0.03852020171941817,0.01004238961653435,0.03992961068105805,0.20169917842055385,41700.0,0.0032500334686951533,0.010181983200988485,0.037029384983912526,0.20734556381042343,15900.0,0.0028734950742802822
20260301_204447_w40_lp0_seed1_healthy_r0,healthy,0.0,40.0,0,1,0.010094747856908767,0.038319813752010656,0.00017799970084446084,0.010093178409255603,0.010084278623424103,0.040416804391360736,2.6580310636545756e-06,0.010084278273119954,0.010005248298156778,0.03717130216526954,0.009934287857370152,0.03697891858664182,0.19738015046618412,29050.0,0.003245889816031454,0.010257669121989155,0.03622574393239545,0.2104395516324195,42400.0,0.003049899119176169
20260301_204447_w40_lp0_seed1_healthy_r1,healthy,0.0,40.0,0,1,0.009824477544465407,0.035273564682882785,4.6119943448553524e-05,0.009824369291334753,0.00998895822504164,0.03925030336645486,2.0865030959076426e-05,0.0099889364334803,0.009913132671241042,0.03730294684713087,0.009963139122414887,0.03686099898996131,0.19852828234518816,27200.0,0.002836001433811284,0.010167457123732364,0.0379249662251237,0.206754368725872,23350.0,0.003408279239411068
20260301_204447_w40_lp0_seed1_healthy_r2,healthy,0.0,40.0,0,1,0.010149329760759917,0.0362045199771579,8.287964323883541e-05,0.010148991356651338,0.0099001792424854,0.04115379966466685,-1.9718196748133522e-05,0.009900159606089984,0.01000864469553692,0.047153784978320346,0.010321729056239124,0.044752763565075515,0.21307618142082202,11500.0,0.0030772397703474424,0.010079467271749163,0.03559254414800161,0.20319132096452502,36250.0,0.0028229911299771813
20260301_204447_w40_lp0_seed1_rs_drift_p02,rs_drift,0.02,40.0,0,1,0.010336857192407865,0.04045580619099454,-0.002067689981538179,0.01012794523861977,0.011102103120654142,0.04482027851204024,-0.0046291020018734965,0.010090991445734616,0.15652399140466366,0.19682046079323356,0.024252776508187305,0.06275706983583484,1.176394336712164,50.0,0.027214502420378588,0.012461721950838719,0.041899181101592735,0.3105890279600312,50.0,0.0074221119376136355
20260301_204447_w40_lp0_seed1_rs_drift_p05,rs_drift,0.05,40.0,0,1,0.011614287010204755,0.04423915478031848,-0.005432879389838891,0.010265256172686326,0.015384857929008244,0.051443452054594795,-0.01159187202844644,0.010115451367679494,0.39056237443447567,0.44811375058545977,0.05601459856295955,0.11502714578448314,6.27527050433902,50.0,0.06250569243186574,0.020316729050653036,0.05517329277773102,0.8255389586352981,50.0,0.016244656560326472
20260301_204447_w40_lp0_seed1_rs_drift_p08,rs_drift,0.08,40.0,0,1,0.01369716298547927,0.04899502006527312,-0.00879398492542817,0.010501338151974992,0.021168566338488265,0.05808819209345003,-0.018572799768438147,0.010156737152672724,0.6248453353594721,0.7020535488665942,0.08842865877672583,0.16897447387049125,15.639255386101222,50.0,0.09339659033976354,0.029788826422904938,0.06987757085184731,1.774748359307919,50.0,0.024613448961817365
20260301_204447_w40_lp0_seed1_rs_drift_p10,rs_drift,0.1,40.0,0,1,0.015376364202354088,0.052164222783793956,-0.011032412904217656,0.010710669521289884,0.025374293780851025,0.06253000576132409,-0.023236839971167125,0.010193333754533148,0.7811063088271051,0.87138334255744,0.11000554372630053,0.20445550415423375,24.202439301038034,50.0,0.11193230845722632,0.03637954150061475,0.07959015130546176,2.646942079589903,50.0,0.029958057548234836
20260301_204447_w40_lp0_seed1_rs_drift_p15,rs_drift,0.15,40.0,0,1,0.020153610597462356,0.06008187249786667,-0.016620217443859955,0.01139896452459434,0.03642343102975067,0.0736765138130814,-0.03493225221429374,0.01031523549008816,1.1719761356849687,1.2948370141513514,0.16359595136602545,0.29122729344740783,53.52727060670993,50.0,0.1523738626508261,0.053184789446070344,0.10356053639011112,5.6572436568456705,50.0,0.04256707487198039
20260301_204447_w40_lp0_seed1_rs_drift_p20,rs_drift,0.2,40.0,0,1,0.025371557474590474,0.06799088758197414,-0.022195885782760532,0.012290589204960699,0.04783968999209167,0.0848830084886496,-0.04667811293930633,0.010478058549406912,1.5631433124495606,1.7184771664006497,0.21659579251357974,0.37534590881781593,93.82747466917138,50.0,0.18607381739520365,0.07014068811051946,0.12709476499460154,9.839432257234334,50.0,0.05420502315040705
20260301_204447_w40_lp0_seed1_rs_drift_p30,rs_drift,0.3,40.0,0,1,0.03634002314830939,0.083777883895086,-0.0333090944747771,0.01452933266499314,0.07116292626368258,0.10747601531413437,-0.07032119661212397,0.010912899772715257,2.346363013941611,2.5663267912657766,0.3207747729459395,0.5361147012611873,205.79290991703806,50.0,0.23900768673605052,0.10404999445252643,0.17289480470542848,21.65280269114156,50.0,0.07500592103808962
20260301_204447_w40_lp0_seed1_rs_drift_p40,rs_drift,0.4,40.0,0,1,0.04757647668489578,0.09951475042297497,-0.04436849642925905,0.017174331380151547,0.09486215793245688,0.13185219710052,-0.09416615306004349,0.011470162399672303,3.1307801150932515,3.414952541598037,0.42260884304135676,0.6880297623530014,357.1964684335083,50.0,0.2786398790771492,0.13775959918592215,0.2170680330403889,37.955414335731845,50.0,0.0930913779522027
20260301_204447_w40_lp0_seed1_ld_mismatch_m20,ld_mismatch,-0.2,40.0,0,1,0.010094747856908767,0.038319813752010656,0.00017799970084446084,0.010093178409255603,0.010084278623424103,0.040416804391360736,2.6580310636545756e-06,0.010084278273119954,0.010005248298156778,0.03717130216526954,0.009934287857370152,0.03697891858664182,0.19738015046618412,29050.0,0.003245889816031454,0.010257669121989155,0.03622574393239545,0.2104395516324195,42400.0,0.003049899119176169
20260301_204447_w40_lp0_seed1_ld_mismatch_m10,ld_mismatch,-0.1,40.0,0,1,0.010094747856908767,0.038319813752010656,0.00017799970084446084,0.010093178409255603,0.010084278623424103,0.040416804391360736,2.6580310636545756e-06,0.010084278273119954,0.010005248298156778,0.03717130216526954,0.009934287857370152,0.03697891858664182,0.19738015046618412,29050.0,0.003245889816031454,0.010257669121989155,0.03622574393239545,0.2104395516324195,42400.0,0.003049899119176169
20260301_204447_w40_lp0_seed1_ld_mismatch_m05,ld_mismatch,-0.05,40.0,0,1,0.010094747856908767,0.038319813752010656,0.00017799970084446084,0.010093178409255603,0.010084278623424103,0.040416804391360736,2.6580310636545756e-06,0.010084278273119954,0.010005248298156778,0.03717130216526954,0.009934287857370152,0.03697891858664182,0.19738015046618412,29050.0,0.003245889816031454,0.010257669121989155,0.03622574393239545,0.2104395516324195,42400.0,0.003049899119176169
20260301_204447_w40_lp0_seed1_ld_mismatch_p05,ld_mismatch,0.05,40.0,0,1,0.010094747856908767,0.038319813752010656,0.00017799970084446084,0.010093178409255603,0.010084278623424103,0.040416804391360736,2.6580310636545756e-06,0.010084278273119954,0.010005248298156778,0.03717130216526954,0.009934287857370152,0.03697891858664182,0.19738015046618412,29050.0,0.003245889816031454,0.010257669121989155,0.03622574393239545,0.2104395516324195,42400.0,0.003049899119176169
20260301_204447_w40_lp0_seed1_ld_mismatch_p10,ld_mismatch,0.1,40.0,0,1,0.010094747856908767,0.038319813752010656,0.00017799970084446084,0.010093178409255603,0.010084278623424103,0.040416804391360736,2.6580310636545756e-06,0.010084278273119954,0.010005248298156778,0.03717130216526954,0.009934287857370152,0.03697891858664182,0.19738015046618412,29050.0,0.003245889816031454,0.010257669121989155,0.03622574393239545,0.2104395516324195,42400.0,0.003049899119176169
20260301_204447_w40_lp0_seed1_ld_mismatch_p20,ld_mismatch,0.2,40.0,0,1,0.010094747856908767,0.038319813752010656,0.00017799970084446084,0.010093178409255603,0.010084278623424103,0.040416804391360736,2.6580310636545756e-06,0.010084278273119954,0.010005248298156778,0.03717130216526954,0.009934287857370152,0.03697891858664182,0.19738015046618412,29050.0,0.003245889816031454,0.010257669121989155,0.03622574393239545,0.2104395516324195,42400.0,0.003049899119176169
20260301_204447_w40_lp0_seed2_healthy_r0,healthy,0.0,40.0,0,2,0.009879709099846035,0.03744098799620499,-6.279644167642262e-05,0.009879509527526826,0.010048244838839522,0.043012985826781584,-0.000310880844984556,0.010043434544093309,0.010095092436631571,0.04372230280360867,0.010082793466342848,0.038974881823689245,0.20332544816985207,25950.0,0.0029234582591414165,0.00996765947073919,0.03487655625203592,0.19870847064923328,34150.0,0.003217978537309062
20260301_204447_w40_lp0_seed2_healthy_r1,healthy,0.0,40.0,0,2,0.00988857902172854,0.03340358448601055,-0.00011869813309909728,0.009887866596094861,0.00994185361438834,0.03378129753407081,0.00010502838425445962,0.009941298825024193,0.0100184820034006,0.03805497172306005,0.010159684287403638,0.03853580472543072,0.2064383696394327,23950.0,0.0029119423692731106,0.010110134658149831,0.036914101176258644,0.2044296456118448,44750.0,0.0030564018405912705
20260301_204447_w40_lp0_seed2_healthy_r2,healthy,0.0,40.0,0,2,0.010195988260976029,0.04079177943091983,-6.345079455959963e-05,0.010195790828309039,0.010000512671690776,0.04023209154458696,-0.00023088300766273346,0.00999784710492316,0.009950713552554667,0.03438275836137805,0.010009494478478277,0.036487076233723936,0.20037995942937423,22950.0,0.002915348181466887,0.010173028825718923,0.038441512857362185,0.20698103097781628,44700.0,0.0029168942581474368
20260301_204447_w40_lp0_seed2_rs_drift_p02,rs_drift,0.02,40.0,0,2,0.010175907677340652,0.040844886384145074,-0.0023084861240590636,0.009910599824066514,0.011198622519321204,0.04134718302233329,-0.004942640877921707,0.01004885304311618,0.15633027643056843,0.19842624436379808,0.02411761821509608,0.06945501411654842,1.1633190167382685,50.0,0.02590567916063062,0.012174733722798039,0.042134898883727345,0.29644828244207155,50.0,0.006098032760951684
20260301_204447_w40_lp0_seed2_rs_drift_p05,rs_drift,0.05,40.0,0,2,0.011535998949370685,0.04594702932979455,-0.005673675532359773,0.010044335603382814,0.015594005144108875,0.04851215118981437,-0.01190541090449465,0.010071454097082206,0.39036483772049485,0.44834683372978645,0.05582959781937349,0.12465841151627899,6.2338879853459845,50.0,0.060164738765988726,0.02009769382318025,0.05703647469128936,0.8078345940205951,50.0,0.015371882596535453
20260301_204447_w40_lp0_seed2_rs_drift_p08,rs_drift,0.08,40.0,0,2,0.013685290931462318,0.051044347510824206,-0.009034781067949051,0.010279101076115271,0.02142255443408953,0.05569478826550009,-0.01888633864448636,0.010110986652513698,0.6246468793193002,0.701690795196459,0.08823220705962456,0.17881027397793092,15.569844725224925,50.0,0.0902740559616148,0.02961033564966544,0.07173731265669396,1.7535439545716964,50.0,0.024186314816991933
20260301_204447_w40_lp0_seed2_rs_drift_p10,rs_drift,0.1,40.0,0,2,0.015397987221208656,0.054439666203044634,-0.011273209046738538,0.010488697166618807,0.025643153310148672,0.06049303952122846,-0.023550378847215333,0.010146475636417861,0.7809075467886479,0.8706609032206529,0.10980551801149024,0.21434265249614937,24.114503571543416,50.0,0.10838957161468656,0.03621768151322184,0.08142843921667739,2.6234409083863426,50.0,0.029812631828058194
20260301_204447_w40_lp0_seed2_rs_drift_p15,rs_drift,0.15,40.0,0,2,0.020231316811646898,0.06291689899449393,-0.01686101358638084,0.011180894453178025,0.036710394180381016,0.07252310672720425,-0.03524579109034195,0.010265829303808082,1.1717769603015182,1.293373387836123,0.1633915601631461,0.3012469079900826,53.39360386509398,50.0,0.14801939026062935,0.05304777809318495,0.10528206897180184,5.628133521247586,50.0,0.043069099784463535
20260301_204447_w40_lp0_seed2_rs_drift_p20,rs_drift,0.2,40.0,0,2,0.025481790867875623,0.07137672975524723,-0.022436681925281417,0.012079609679865466,0.048134453888581404,0.08460245228236855,-0.046991651815354536,0.010426423682953592,1.5629439224510275,1.7168661780947332,0.2163896226721272,0.3855039430181977,93.64893760037116,50.0,0.18115212692574478,0.07001753422970244,0.1286156905838355,9.804910199215108,50.0,0.055279404487033196
20260301_204447_w40_lp0_seed2_rs_drift_p30,rs_drift,0.3,40.0,0,2,0.036484550906822386,0.08823647395374934,-0.033549890617297976,0.014336223158135318,0.07146437066482714,0.10890937895787123,-0.07063473548817217,0.010857735354840619,2.346163390966939,2.5644242417455985,0.3205677224065347,0.5465676023347972,205.52732929782616,50.0,0.233398423266356,0.10394247313395365,0.17379165591537968,21.60807544240535,50.0,0.07704444845469613
20260301_204447_w40_lp0_seed2_rs_drift_p40,rs_drift,0.4,40.0,0,2,0.04773828801972019,0.10500464349630256,-0.04460929257177993,0.016998681104694557,0.09516648102132498,0.1337116104004124,-0.0944796919360917,0.011412577344465945,3.1305803558110488,3.4127626843731917,0.4224023955387121,0.6984440468263093,356.84756751368525,50.0,0.2726681358586814,0.1376614274011678,0.21708561824615322,37.90133718825398,50.0,0.09590929385821742
20260301_204447_w40_lp0_seed2_ld_mismatch_m20,ld_mismatch,-0.2,40.0,0,2,0.009879709099846035,0.03744098799620499,-6.279644167642262e-05,0.009879509527526826,0.010048244838839522,0.043012985826781584,-0.000310880844984556,0.010043434544093309,0.010095092436631571,0.04372230280360867,0.010082793466342848,0.038974881823689245,0.20332544816985207,25950.0,0.0029234582591414165,0.00996765947073919,0.03487655625203592,0.19870847064923328,34150.0,0.003217978537309062
20260301_204447_w40_lp0_seed2_ld_mismatch_m10,ld_mismatch,-0.1,40.0,0,2,0.009879709099846035,0.03744098799620499,-6.279644167642262e-05,0.009879509527526826,0.010048244838839522,0.043012985826781584,-0.000310880844984556,0.010043434544093309,0.010095092436631571,0.04372230280360867,0.010082793466342848,0.038974881823689245,0.20332544816985207,25950.0,0.0029234582591414165,0.00996765947073919,0.03487655625203592,0.19870847064923328,34150.0,0.003217978537309062
20260301_204447_w40_lp0_seed2_ld_mismatch_m05,ld_mismatch,-0.05,40.0,0,2,0.009879709099846035,0.03744098799620499,-6.279644167642262e-05,0.009879509527526826,0.010048244838839522,0.043012985826781584,-0.000310880844984556,0.010043434544093309,0.010095092436631571,0.04372230280360867,0.010082793466342848,0.038974881823689245,0.20332544816985207,25950.0,0.0029234582591414165,0.00996765947073919,0.03487655625203592,0.19870847064923328,34150.0,0.003217978537309062
20260301_204447_w40_lp0_seed2_ld_mismatch_p05,ld_mismatch,0.05,40.0,0,2,0.009879709099846035,0.03744098799620499,-6.279644167642262e-05,0.009879509527526826,0.010048244838839522,0.043012985826781584,-0.000310880844984556,0.010043434544093309,0.010095092436631571,0.04372230280360867,0.010082793466342848,0.038974881823689245,0.20332544816985207,25950.0,0.0029234582591414165,0.00996765947073919,0.03487655625203592,0.19870847064923328,34150.0,0.003217978537309062
20260301_204447_w40_lp0_seed2_ld_mismatch_p10,ld_mismatch,0.1,40.0,0,2,0.009879709099846035,0.03744098799620499,-6.279644167642262e-05,0.009879509527526826,0.010048244838839522,0.043012985826781584,-0.000310880844984556,0.010043434544093309,0.010095092436631571,0.04372230280360867,0.010082793466342848,0.038974881823689245,0.20332544816985207,25950.0,0.0029234582591414165,0.00996765947073919,0.03487655625203592,0.19870847064923328,34150.0,0.003217978537309062
20260301_204447_w40_lp0_seed2_ld_mismatch_p20,ld_mismatch,0.2,40.0,0,2,0.009879709099846035,0.03744098799620499,-6.279644167642262e-05,0.009879509527526826,0.010048244838839522,0.043012985826781584,-0.000310880844984556,0.010043434544093309,0.010095092436631571,0.04372230280360867,0.010082793466342848,0.038974881823689245,0.20332544816985207,25950.0,0.0029234582591414165,0.00996765947073919,0.03487655625203592,0.19870847064923328,34150.0,0.003217978537309062
20260301_204447_w40_lp1_seed0_healthy_r0,healthy,0.0,40.0,1,0,0.010027122791990849,0.03633563436993903,2.0304656491587103e-05,0.010027102233775575,0.010010820718744923,0.04852117653180117,0.00010023849700588572,0.010010318861383517,0.009982570427804623,0.038520201719414615,0.01004238961653435,0.03992961068105805,0.20169917842055385,41700.0,0.003250033468695144,0.010181983200988485,0.037029384983912526,0.20734556381042343,15900.0,0.0028734950742802822
20260301_204447_w40_lp1_seed0_healthy_r1,healthy,0.0,40.0,1,0,0.00999102450226232,0.03786780301309145,-0.00016684970125237887,0.00998963121351324,0.009727897688314557,0.04403334062542879,0.00013973796723125385,0.00972689399216573,0.010008588860473042,0.03509791972238219,0.0099577922923587,0.033603293576007776,0.19831525467551664,47950.0,0.0026346846925532426,0.0098708461248599,0.036444821321153086,0.19486720644132338,750.0,0.0031275571120317792
20260301_204447_w40_lp1_seed0_healthy_r2,healthy,0.0,40.0,1,0,0.009992599960675074,0.04498193698573516,-0.00010314922438967607,0.00999206756440284,0.009770876928893288,0.03769165771418794,0.00019539075596020257,0.009768923093773666,0.010083768057452563,0.03877337908319589,0.009837028593487895,0.03263150883709276,0.19353426309819688,20900.0,0.0031750370576897257,0.01006266207071666,0.032849952874481794,0.20251433589887938,19000.0,0.00284474476362126
20260301_204447_w40_lp1_seed0_rs_drift_p02,rs_drift,0.02,40.0,1,0,0.01010464853033978,0.037417931635714385,-0.0011158807394161259,0.010042844820920915,0.0105042764495737,0.05186508286756608,-0.0031883175741083646,0.01000871893779121,0.13517598890720683,0.1743294454872384,0.019798324762932532,0.05810390488156214,0.7839473268370949,50.0,0.014519718222556523,0.011645325595137125,0.03853592047018288,0.2712272164335117,50.0,0.004698229300845282
20260301_204447_w40_lp1_seed0_rs_drift_p05,rs_drift,0.05,40.0,1,0,0.010490232792054988,0.039034767473902665,-0.0028142597206680096,0.01010568781707269,0.01289371889373028,0.05688835308070955,-0.0081302344209743,0.010007361049274771,0.33692223761795675,0.3838556071992727,0.04393751415426241,0.09128248548359297,3.86101030011202,50.0,0.036220589135569276,0.01720668997546026,0.047125398988643555,0.5921403598232092,50.0,0.010522684731530254
20260301_204447_w40_lp1_seed0_rs_drift_p08,rs_drift,0.08,40.0,1,0,0.011164613884887238,0.04064362721998904,-0.004505539215581391,0.010215122102817721,0.016471488583644254,0.06192051604497078,-0.013083073148345795,0.010007154098751364,0.5389802542440857,0.5936921951694956,0.06906253968188864,0.1272705553048843,9.539268774624883,50.0,0.055959760064225365,0.024296175914080065,0.056511456055042264,1.1806083280958486,50.0,0.0161594849924365
20260301_204447_w40_lp1_seed0_rs_drift_p10,rs_drift,0.1,40.0,1,0,0.011749638626438498,0.04171174478239781,-0.0056291041795125405,0.010313447240767269,0.019204647401114366,0.06528023181233854,-0.01639104643526626,0.01000760103911392,0.6737858054179937,0.7339488369125817,0.08586773995336168,0.15175250081023384,14.746537529396292,50.0,0.06815154274242947,0.02932709643037272,0.063567082077089,1.720157170072761,50.0,0.019791825557125702
20260301_204447_w40_lp1_seed0_rs_drift_p15,rs_drift,0.15,40.0,1,0,0.01357472894761384,0.04554594826437963,-0.008424134599560505,0.010644586523189746,0.026635086200657257,0.07369681359178365,-0.024682323022731295,0.010010531809948528,1.0111097589059193,1.0847840918233373,0.12775422291349675,0.21291184851532563,32.64228294446284,50.0,0.09569619978271879,0.04229824469908145,0.08104766257980456,3.5782830092467437,50.0,0.028448185871497344
20260301_204447_w40_lp1_seed0_rs_drift_p20,rs_drift,0.2,40.0,1,0,0.015761001047295966,0.05060150408446473,-0.01119927657916511,0.011089876379663948,0.03449044481553658,0.08213810128255267,-0.0330042010216033,0.010015662659014334,1.3488623952577075,1.4358991602244515,0.1693271257421206,0.2730422343513901,57.343351024175846,50.0,0.11962791925531602,0.05546898862501474,0.0983011101858549,6.1536173981640285,50.0,0.03654319644193763
20260301_204447_w40_lp1_seed0_rs_drift_p30,rs_drift,0.3,40.0,1,0,0.02071908202601399,0.06071123348460139,-0.016689717086562122,0.012277365497989065,0.05074168673968651,0.099094817221344,-0.049740373188881866,0.010030655423213365,2.0256503266743113,2.1396748433772146,0.2513858134238007,0.3890532662744153,126.38965438149185,50.0,0.15911340734075324,0.08186916141998948,0.1321253892045988,13.405119183224588,50.0,0.051273160495170216
